1	égayÒw	good ,
614	kolãzv	to curtail, dock, prune ,
615	kom¤zv	to take care of, provide for ,
616	kosm°v	to order, arrange ,
617	kÒsmow	order ,
618	krat°v	to be strong, mighty, powerful ,
619	krãtistow	strongest, mightiest ,
620	kre¤ssvn	stronger, mightier, more powerful ,
621	kr¤nv	to pick out, choose ,
622	kÊriow	a lord, master ,
623	kr¤siw	a separating, power of distinguishing ,
624	ktãomai	to procure for oneself, to get, gain, acquire ,
625	kt∞ma	anything gotten, a piece of property, a possession ,
626	kvlÊv	to let, hinder, check, prevent ,
627	lagxãnv	to obtain by lot, by fate, by the will of the gods ,
628	lambãnv	to take ,
629	lamprÒw	bright, brilliant, radiant ,
630	lanyãnv	to escape notice, to be unknown, unseen, unnoticed
631	l°gv	to say ,
632	le¤pv	to leave, quit ,
633	leitourg°v	to serve public offices at one's own cost ,
634	leitourg¤a	a liturgy ,
635	lekt°ow	to be said or spoken ,
636	l¤an	very, exceedingly ,
637	log¤zomai	to count, reckon, calculate, compute ,
638	logismÒw	a counting, reckoning, calculation, computation ,
639	lÒgow	word, reason
640	loidor°v	to abuse, revile ,
641	loipÒw	remaining, the rest ,
642	lup°v	to pain, distress, grieve, vex, annoy ,
643	lÊph	pain of body ,
644	lÊv	to loose ,
645	mã	in affirmation ,
646	mãyhma	that which is learnt, a lesson ,
647	ma¤nomai	to rage, be furious ,
648	makãriow	blessed, happy ,
649	makrÒw	long ,
650	mãla	very, very much, exceedingly ,
651	mãlh	the arm-pit ,
652	mãlista	most,
653	mçllon	more, rather
654	manyãnv	to learn ,
655	man¤a	madness, frenzy ,
656	martur°v	to be a witness, give evidence, bear testimony ,
657	martur¤a	witness, testimony, evidence ,
658	mãrtuw	a witness ,
659	mãxh	battle, fight, combat ,
660	mãxomai	to fight ,
661	m°gaw	big, great ,
662	m°geyow	greatness, magnitude, size, height, stature ,
663	meyÒ	after that. ,
664	meirãkion	a boy, lad, stripling ,
665	m°llv	to think of doing, intend to do, to be about to do ,
666	m°lv	to be an object of care or thought ,
667	m°mfomai	to blame, censure, find fault with ,
668	m°n	on the one hand, on the other hand ,
669	m°ntoi	however,
670	m°nv	to stay at home, stay where one is, not stir ,
671	m°row	a part, share ,
672	m°sow	middle, in the middle ,
673	metã	with (+ gen.) , after (+acc)
674	metabãllv	to throw into a different position, to turn quickly ,
675	metad¤dvmi	to give part of, give a share of ,
676	metalambãnv	to have or get a share of, to partake of ,
677	metajÊ	betwixt, between ,
678	m°teimi	to be among ,
679	met°xv	to partake, enjoy a share of; share, take part in ,
680	m°triow	within measure ,
681	m°tron	that by which anything is measured ,
682	m°xri	to a given point, even so far ,
683	mÆ	not ,
684	mhd°	but not or and not, nor ,
685	mhde¤w	and not one ,
686	mhd°pote	never ,
687	mhk°ti	no more, no longer, no further ,
688	m∞kow	length ,
689	mÆn	now verily, full surely ,
690	mÆn	a month,
691	mhnÊv	to disclose what is secret, reveal, betray ,
692	mÆte	and not ,
693	mÆthr	a mother ,
694	mÆtiw	lest any one, lest anything; that no one, that nothing ,
695	mhxanãomai	to prepare, make ready ,
696	mËyow	anything, delivered by word of mouth, word, speech ,
697	m¤gnumi	to mix, mix up, mingle, properly of liquids ,
698	mikrÒw	small, little ,
699	mim°omai	to mimic, imitate, represent, portray ,
700	mimnÆskv	to remind, put ,
701	mis°v	to hate ,
702	misyÒw	wages, pay, hire ,
703	misyÒv	to let out for hire, farm out, let ,
704	mnç	a weight, = ,
705	mnÆmh	a remembrance, memory, record ,
706	mnhmoneÊv	to call to mind, remember ,
707	mo›ra	a part, portion ,
708	mÒnow	alone, left alone, forsaken solitary ,
709	mÒrion	a piece, portion, section ,
710	mousikÒw	of or for music, musical ,
711	mur¤ow	numberless, countless, infinite ,
712	na¤	yea, verily ,
713	naËw	a ship ,
714	n°mv	to deal out, distribute, dispense ,
715	n°ow	young, youthful ,
716	ne≈terow	younger ,
717	nÆ	,
718	n∞sow	an island ,
719	nikãv	to conquer, prevail, vanquish ,
720	nËn	now at this very time ,
721	nund¤	,
722	nun¤	now, at this moment ,
723	nÊj	the night-season or a night ,
724	no°v	mere sight ,
725	nom¤zv	to hold or own as a custom or usage, to use
726	nÒmimow	conformable to custom, usage ,
727	nomoyet°v	to make law ,
728	nomoy°thw	a lawgiver ,
729	nÒmow	a usage, custom, law, ordinance ,
730	nÒsow	sickness, disease, malady ,
731	noËw	mind, perception ,
732	j°now	stranger, guest
733	jenÒv	to make one's friend and guest ,
734	 ̃de	this ,
735	ıdÒw	,
736	 ̃yen	from whom ,
737	o‰da	to know ,
738	o‡kade	to one's home, home, homewards ,
739	ofike›ow	in or of the house, domestic ,
740	ofikeiÒv	to make one's own ,
741	ofik°thw	a house-slave, menial ,
742	ofik°v	to inhabit, occupy ,
743	ofik¤a	a building, house, dwelling ,
744	o‰kow	a house, abode, dwelling ,
745	o‡omai	to suppose, think, deem, imagine ,
746	oÂow	such as, what sort or manner of nature, kind ,
747	o‡xomai	to be gone, to have gone ,
748	Ùkn°v	to shrink ,
749	Ùligarx¤a	an oligarchy, government in the hands of a few families
750	Ùl¤gow	few, little , scanty, small ,
751	 ̃low	whole, entire
752	ˆmnumi	to swear ,
753	 ̃moiow	like, resembling , similar (w. dat.)
754	ımoiÒthw	likeness, resemblance ,
755	ımoiÒv	to make like ,
756	ımolog°v	to speak together , agree
757	ımolog¤a	agreement ,
758	 ̃mvw	all the same, nevertheless, nothwithstanding, still ,
759	Ùneid¤zv	to throw a reproach upon ,
760	ˆneidow	reproach, censure, blame ,
761	ˆnoma	name ,
762	Ùnomãzv	to name or speak of, to call or address, by name ,
763	ˆntvw	really, verily ,
764	ÙjÊw	sharp, keen ,
765	 ̃ph	by which way ,
766	 ̃plon	a tool, implement ,
767	 ̃pou	in some places ,
768	 ̃poi	to which place, whither ,
769	ıpo›ow	of what sort or quality ,
770	ıpÒsow	as many as ,
771	ıpÒtan	whensoever ,
772	ıpÒte	when ,
773	ıpÒterow	which of two, whether of the twain ,
774	 ̃pvw	as, in such manner as ,
775	ırãv	to see ,
776	ÙrgÆ	temper, temperament, nature , anger, passion
777	Ùrg¤zv	to make angry, provoke to anger, irritate ,
778	ÙryÒw	straight ,
779	ÙryÒthw	upright posture, erectness ,
780	ÙryÒv	to set straight ,
781	ır¤zv	to divide or separate from, as a boundary ,
782	 ̃rkow	the object by which one swears, the witness of an oath ,
783	ırkÒv	to bind by oath ,
784	 ̃w	who, which,
785	 ̃siow	hallowed, sanctioned by the law of God ,
786	 ̃sow	quantus ,
787	 ̃sper	the very man who, the very thing which ,
788	 ̃stiw	any one who, anything which ,
789	 ̃tan	whenever ,
790	 ̃te	when ,
791	 ̃ti	that , because
792	ıtioËn	whatsoever ,
793	o	where ,
794	oÈ	not ,
795	oÈdamÒw	not even one, no one ,
796	oÈdam«w	in no wise ,
797	oÈd°	but not ,
798	oÈde¤w	and not one ,
799	oÈd°pote	and not ever or nor ever, not even ever, never ,
800	oÈdep≈pote	nor yet at any time, never yet at any time ,
801	oÈd°terow	not either, neither of the two ,
802	oÈk°ti	no more, no longer, no further ,
803	oÎkoun	not therefore, so not ,
804	oÈkoËn	therefore, then, accordingly ,
805	oÔn	really, at all events ,
806	oÎpv	not yet ,
807	oÈranÒw	heaven ,
808	oÈs¤a	that which is one's own, one's substance, property ,
809	oÎte	and not ,
810	oÎti	not, I suppose . . , surely you do not mean that . . ,
811	oÎtiw	no one or nobody ,
812	otow	this ,
813	oÏtvw	in this way or manner, so, thus ,
814	Ùfe¤lv	to owe, have to pay or account for ,
815	ÙfyalmÒw	the eye ,
816	ˆciw	look, appearance, aspect ,
817	pãyhma	anything that befals one, a suffering, calamity,
818	pãyow	anything that befalls one, an incident, accident ,
819	paide¤a	the rearing of a child ,
820	paideÊv	to bring up or rear a child ,
821	paidikÒw	of, for or like a child, boyish ,
822	paid¤on	a little or young child ,
823	pa¤zv	to play like a child, to sport, play ,
824	pa›w	a child ,
825	pãlai	of old
826	palaiÒw	old in years ,
827	pãlh	wrestling ,
828	pãlin	back, backwards ,
829	pãllv	to poise or sway ,
830	pãnu	altogether, entirely ,
831	pantãpasi	all in all, altogether, wholly, absolutely ,
832	pãnt ̇	,
833	pantodapÒw	of every kind, of all sorts, manifold ,
834	pãntvw	altogether; ,
835	pãppow	a grandfather ,
836	parã	from the side of, c. gen., beside, alongside of, c. dat., to
837	paraba¤nv	to go by the side of ,
838	parag¤gnomai	near, attend upon ,
839	parãdeigma	a pattern or model ,
840	parad¤dvmi	to give or hand over to another, transmit ,
841	parakal°v	to call to ,
842	parakeleÊomai	to order ,
843	paralambãnv	to receive from ,
844	parale¤pv	to leave on one side, leave remaining ,
845	parãnomow	acting contrary to law, lawless ,
846	parãpan	altogether, absolutely ,
847	paraplÆsiow	coming near, nearly resembling, such-like ,
848	paraskeuãzv	to get ready, prepare ,
849	paraskeuÆ	preparation ,
850	paraxr∞ma	on the spot, forthwith, straightway ,
851	pãreimi	to be by or present ,
852	par°rxomai	to go by, beside or past, to pass by, pass ,
853	par°xv	to hold beside, hold in readiness, to furnish, provide,
854	par¤hmi	to let drop beside or at the side, let fall ,
855	par¤sthmi	to make stand or to place beside ,
856	pçw	all, the whole ,
857	pãsxv	to receive an impression from without, to suffer ,
858	patÆr	a father ,
859	pãtriow	of or belonging to one's father ,
860	patr¤w	fatherland ,
861	patr“ow	of or from one's father, coming or inherited from him ,
862	paÊv	to make to cease ,
863	pezÒw	on foot ,
864	pe¤yv	to prevail upon, win over, persuade ,
865	peirãzv	to make proof or trial of ,
866	peirãv	to attempt, endeavour, try ,
867	pe¤rv	to pierce quite through, fix ,
868	p°mpv	to send, despatch ,
869	p°nhw	one who works for his daily bread, a day-labourer, a
870	p°nte	five ,
871	pentÆkonta	fifty ,
872	p°r	all ,
873	pera¤nv	to bring to an end, finish, accomplish, execute ,
874	per¤	around, round about with gen., dat., and acc. ,
875	per¤eimi	to be around ,
876	peri¤sthmi	to place round ,
877	perissÒw	beyond the regular number or size, prodigious ,
878	ph	in some way, somehow ,
879	phrÒw	disabled in a limb, maimed ,
880	p¤nv	to drink ,
881	piprãskv	to sell ,
882	pisteÊv	to trust, trust to or in, put faith in, rely on, believe in ,
883	p¤stiw	trust ,
884	pistÒw	,
885	ple›stow	most, largest ,
886	ple¤vn	more, larger ,
887	pl°ow	full. ,
888	pl°v	to sail, go by sea ,
889	pl°vw	full of ,
890	pl∞yow	a great number, a throng, crowd, multitude ,
891	plÆn	more than ,
892	plo›on	a floating vessel, a ship, vessel ,
893	ploÊsiow	rich, wealthy, opulent ,
894	ploËtow	wealth,
895	punyãnomai	to learn by hearsay or by inquiry ,
896	poÊ	anywhere, somewhere ,
897	pÒa	grass, herb ,
898	poyen	from some place or other ,
899	poi°v	to make ,
900	po¤hsiw	a making, fabrication, creation, production ,
901	poihtÆw	one who makes, a maker ,
902	po›ow	of what nature? of what sort? ,
903	poiÒw	of a certain nature, kind or quality ,
904	polem°v	to be at war or go to war, make war ,
905	pol°miow	of or belonging to war ,
906	pÒlemow	battle, fight, war ,
907	polemÒv	to make hostile, make an enemy of ,
908	pol°v	to go about, range over ,
909	pÒliw	a city ,
910	polite¤a	the condition and rights of a citizen, citizenship ,
911	politeÊv	to live as a citizen or freeman, live in a free state ,
912	pol¤thw	a member of a city or state ,
913	politikÒw	of, for ,
914	pollãkiw	many times, often, oft ,
915	polÊw	many ,
916	ponhr¤a	a bad state or condition, badness ,
917	ponhrÒw	toilsome, painful, grievous ,
918	pÒnow	work ,
919	poreÊv	to make to go, carry, convey ,
920	por¤zv	to carry: to bring about, to furnish, provide, supply,
921	poÊw	a foot ,
922	pot°	at some time or other, at some time ,
923	pÒterow	whether of the two? ,
924	potÆ	flight ,
925	potÒw	drunk, fit for drinking ,
926	pËr	fire ,
927	prçgma	deed, act , matter
928	prçjiw	a doing, transaction, business ,
929	prãssv	to do ,
930	pr°pv	to be clearly seen, to be conspicuous ,
931	presbe¤a	age, seniority ,
932	presbeÊv	to be the elder or eldest ,
933	pr°sbiw	age ,
934	pr°sbuw	an old man ,
935	pr¤amai	to have ,
936	pr¤n	comparative ,
937	prÒ	before ,
938	proair°v	to bring forth, produce from one's stores ,
939	prÒgonow	a forefather, ancestor ,
940	prod¤dvmi	to give beforehand, pay in advance ,
941	prodÒthw	a betrayer, traitor ,
942	proyum°omai	to be ready, willing, eager, zealous to do ,
943	prÒyumow	ready, willing, eager, zealous ,
944	pro¤hmi	to send before, send on or forward ,
945	pro¤j	a gift, present ,
946	prÒnoia	foresight, foreknowledge ,
947	prÒw	motion from ,
948	prosagoreÊv	to address, greet, accost ,
949	prosd°v	,
950	prosdokãv	to expect ,
951	prÒseimi	,
952	prose›pon	to speak to ,
953	pros°rxomai	to come or go to ,
954	pros°xv	to hold to, offer ,
955	prosÆkv	to have arrived at ,
956	prÒsyen	before ,
957	pros¤hmi	to send to or towards, let come to ,
958	prÒsodow	a going or coming to, an approach ,
959	prospoi°v	to make over to ,
960	prostãssv	to place or post at ,
961	prost¤yhmi	to put to ,
962	prosf°rv	to bring to or upon, apply to ,
963	prÒterow	prae. ,
964	prÒfasiw	that which is alleged as the cause, an allegation, plea
965	pr«tow	first,
966	pv	up to this time, yet ,
967	p≈pote	ever yet ,
968	pvw	in any way, at all, by any means ,
969	p«w	how? in what way or manner? ,
970	=ñdiow	easy, ready, easy to make or do ,
971	=°v	to flow, run, stream, gush ,
972	=∞ma	that which is said or spoken, a word, saying ,
973	=htorikÒw	oratorical, rhetorical ,
974	=Ætvr	a public speaker, pleader ,
975	=≈mh	bodily strength, strength, might ,
976	sautoË	yourself,
977	safÆw	clear, plain, distinct, manifest ,
978	suggenÆw	born with, congenital, natural, in-born ,
979	sugg¤gnomai	to be with ,
980	suggn≈mh	acknowledgment, confession ,
981	sugxvr°v	to come together, meet ,
982	semnÒw	revered, august, holy, awful ,
983	seÊv	to put in quick motion: to drive, hunt, chase away ,
984	shma¤nv	to shew by a sign, indicate, make known, point out ,
985	shme›on	a sign, a mark, token ,
986	s›tow	corn, grain ,
987	skept°ow	one must reflect or consider ,
988	sk°ptomai	to look about, look carefully ,
989	skop°v	to look at or after ,
990	sÒw	thy, thine, of thee ,
991	sof¤a	skill ,
992	sofistÆw	a master of one's craft or art, an adept ,
993	sofÒw	skilled in any handicraft or art, cunning in his craft ,
994	spoudãzv	to make haste ,
995	spoudÆ	haste, speed ,
996	stãsiw	a standing, the posture of standing ,
997	ster°v	to deprive, bereave, rob of ,
998	st°fanow	that which surrounds ,
999	stefanÒv	to be put round ,
1000	stÆlh	a block of stone ,
1001	stoixe›on	one of a row ,
1002	strate¤a	an expedition, campaign ,
1003	strateÊv	serve as a soldier, take the field, march ,
1004	strathg°v	to be general ,
1005	strathgÒw	the leader or commander of an army, a general ,
1006	strati≈thw	a citizen bound to military service; ,
1007	stratÒpedon	a camp, encampment ,
1008	sÊ	you ,
1009	sukofant°v	to accuse falsely, slander, calumniate ,
1010	sullabÆ	that which holds together ,
1011	sullambãnv	to collect, gather together ,
1012	sumba¤nv	to stand with the feet together ,
1013	sumbãllv	to throw together, dash together ,
1014	sumbouleÊv	to advise, counsel ,
1015	sÊmboulow	an adviser, counsellor ,
1016	summax¤a	an alliance offensive and defensive ,
1017	sÊmmaxow	fighting along with, allied with ,
1018	sÊmpaw	all together, all at once, all in a body ,
1019	sumf°rv	to bring together, gather, collect ,
1020	sumforã	an event, circumstance, chance, hap ,
1021	sÊn	along with, in company with, together with ,
1022	sunãgv	to bring together, gather together, collect, convene ,
1023	sundok°v	to seem good also ,
1024	sÊneimi	be with, be a student of (+ dat.)
1025	sunyÆkh	a composition ,
1026	sun¤hmi	to bring or set together , understand
1027	sun¤sthmi	to set together, combine, associate, unite, band together
1028	sÊnoida	to share in knowledge, be cognisant of ,
1029	sunoik°v	to dwell together ,
1030	sunous¤a	social intercourse, conversation, communion ,
1031	sunt¤yhmi	to put together ,
1032	sfe›w	they ,
1033	sf°terow	their own, their ,
1034	sfÒdra	very, very much, exceedingly, violently ,
1035	sxedÒn	close, near, hard by, nigh ,
1036	sx∞ma	form, figure, appearance ,
1037	s≈zv	to save, keep ,
1038	s«ma	the body ,
1039	svthr¤a	a saving, deliverance, preservation, safety ,
1040	svfron°v	to be sound of mind ,
1041	svfrosÊnh	soundness of mind, moderation, discretion ,
1042	s≈frvn	of sound mind ,
1043	tãlanton	a balance ,
1044	tãjiw	an arranging ,
1045	tãssv	to arrange, put in order ,
1046	taÊt ̇	in this way. ,
1047	tãxa	quickly, presently, forthwith ,
1048	tãxow	swiftness, speed, fleetness, velocity ,
1049	taxÊw	quick, swift, fleet ,
1050	te	and ,
1051	te›xow	a wall ,
1052	tekmÆrion	a sure signs. or token ,
1053	t°leiow	having reached its end, finished, complete ,
1054	teleuta›ow	last ,
1055	teleutãv	to complete, finish, accomplish ,
1056	teleutÆ	a finishing, completion, accomplishment ,
1057	tel°v	to complete, fulfil, accomplish ,
1058	t°low	the fulfilment or completion ,
1059	t°mnv	to cut, hew ,
1060	t°ssarew	four ,
1061	t°tartow	fourth ,
1062	t°xnh	art, skill, craft in work, cunning of hand ,
1063	ta	here, there ,
1064	tade	here, thus ,
1065	thlikoËtow	,
1066	t¤yhmi	to set, put, place ,
1067	timãv	to pay honour to, hold in honour, to honour, revere,
1068	timÆ	that which is paid in token of worth or value ,
1069	t¤miow	valued ,
1070	timvr°v	to help, aid, succour ,
1071	timvr¤a	help, aid, assistance, succour ,
1072	t¤nv	to pay a price ,
1073	t¤w	who? which? ,
1074	tiw	any one, any thing, some one, some thing; ,
1075	toi	let me tell you, surely, verily ,
1076	toigãr	so then, wherefore, therefore, accordingly ,
1077	to¤nun	therefore, accordingly ,
1078	toiÒsde	such a ,
1079	toioËtow	such as this ,
1080	tolmãv	to undertake, take heart ,
1081	tÒpow	a place ,
1082	tosoËtow	so large, so tall ,
1083	tÒte	at that time, then ,
1084	tre›w	three ,
1085	tr°pv	to turn or direct ,
1086	tr°fv	to thicken or congeal ,
1087	triãkonta	thirty ,
1088	triÆrhw	trireme (war ship),
1089	tr¤tow	the third ,
1090	trÒpow	a turn, direction, course, way ,
1091	trofÆ	nourishment, food, victuals ,
1092	tugxãnv	to hit , happen to
1093	tÊptv	to beat, strike, smite ,
1094	tÊrannow	an absolute sovereign ,
1095	tÊxh	fortune
1096	Íbr¤zv	to wax wanton, run riot ,
1097	Ïbriw	wantonness, wanton violence or insolence ,
1098	Ígia¤nv	to be sound, healthy ,
1099	Íg¤eia	health, soundness ,
1100	ÍgiÆw	sound, healthy, hearty, sound in ,
1101	ÍgrÒw	wet, moist, running, fluid ,
1102	Ïdvr	water ,
1103	uflÒw	A son ,
1104	Ím°terow	your, yours ,
1105	Ípãrxv	to begin, make a beginning ,
1106	Íp°r	over, above, w. gen, over, beyond, w. acc. ,
1107	Íperbãllv	to throw over or beyond a mark, to overshoot ,
1108	ÍperbolÆ	a throwing beyond ,
1109	ÍpeÊyunow	liable to give account for ,
1110	Íp°xv	to hold or put under ,
1111	Ípisxn°omai	to promise or engage ,
1112	ÍpÒ	from under, by, c. gen. under, c. dat., towards c. acc. ,
1113	ÍpÒ-±ret°v	,
1114	ÍpÒyesiw	that which is placed under, a foundation, hypothesis,
1115	Ípolambãnv	to take up by getting under ,
1116	Ípom°nv	to stay behind, survive ,
1117	ÍpomimnÆskv	to remind ,
1118	Ípot¤yhmi	to place under ,
1119	Ïsteron	later ,
1120	Ïsterow	latter, last ,
1121	ÍfÆ	a web ,
1122	fa¤nv	to bring to light, make to appear ,
1123	faËlow	easy, slight ,
1124	fanerÒw	open to sight, visible, manifest, evident ,
1125	fanerÒv	to make manifest ,
1126	fãskv	to say, affirm, assert ,
1127	f°rv	to bear ,
1128	feÊgv	to flee, take flight, run away ,
1129	fhm¤	to declare, make known ,
1130	fy°ggomai	to utter a sound or voice ,
1131	fyon°v	to bear ill-will or malice, bear a grudge, be envious or
1132	fyÒnow	ill-will, envy, jealousy,
1133	fil°v	to love, regard with affection ,
1134	fil¤a	friendly love, affection, friendship ,
1135	f¤liow	of or from a friend, friendly ,
1136	f¤low	loved, beloved, dear ,
1137	filosof°v	to love knowledge, pursue it, philosophise ,
1138	filosof¤a	love of knowledge and wisdom, pursuit thereof,
1139	filÒsofow	a lover of wisdom ,
1140	filotim¤a	the character of the ,
1141	fulãssv	to keep watch and ward, keep guard ,
1142	fulÆ	a race or tribe ,
1143	foberÒw	fearful ,
1144	fob°v	to put to flight ,
1145	fÒbow	flight ,
1146	foneÊw	a murderer, slayer, homicide ,
1147	fÒnow	murder, homicide, slaughter ,
1148	forã	a carrying ,
1149	frãzv	to point out, shew, indicate ,
1150	fron°v	to think, to have understanding, to be sage, wise,
1151	frÒnhsiw	a minding ,
1152	frÒnimow	in one's right mind, in one's senses ,
1153	front¤zv	to think, consider, reflect, take thought, have a care,
1154	fusãv	to puff or blow up, distend ,
1155	fÊsiw	the nature, natural qualities, powers, constitution,
1156	fÊv	to bring forth, produce, put forth ,
1157	fvnÆ	a sound, tone ,
1158	xa¤rv	to rejoice, be glad, be delighted ,
1159	xalepÒw	hard to bear, painful, sore, grievous ,
1160	xar¤zomai	to say or do something agreeable ,
1161	xãriw	Grace ,
1162	xe¤r	the hand ,
1163	xeiroton°v	to stretch out the hand , vote
1164	xeirÒv	to bring into hand, to manage, master, subdue ,
1165	xe¤rvn	worse, meaner, inferior ,
1166	x°v	to pour ,
1167	xorÒw	a round dance ,
1168	xÒv	to throw or heap up ,
1169	xrãomai	consulting or using an oracle ,
1170	xrãv	,
1171	xre¤a	use, advantage, service ,
1172	xrÆ	it is fated, necessary ,
1173	xr∞ma	a thing that one uses ,
1174	xrÆsimow	useful, serviceable, good for use, good, apt or fit ,
1175	xrhstÒw	useful, good of its kind, serviceable ,
1176	xrÒnow	time ,
1177	xrÊseow	golden, of gold, decked or inlaid with gold ,
1178	xrus¤on	a piece of gold ,
1179	xr«ma	the surface, skin: the colour of the ,
1180	x≈ra	the space in which a thing is ,
1181	xvr°v	to make room for another, give way, draw back, retire,
1182	xvr¤on	waipthadrtriacwula, r place, a place, spot, district ,
1183	xvr¤w	separately, asunder, apart, by oneself or by themselves ,
1184	c°gv	to blame, censure ,
1185	ceudÆw	lying, false ,
1186	ceËdow	a falsehood, untruth, lie ,
1187	ceÊdv	to cheat by lies, beguile ,
1188	chf¤zomai	vote ,
1189	chf¤zv	to count or reckon ,
1190	cÆfisma	a proposition carried by vote ,
1191	c∞fow	a small stone, a pebble, rubbed and rounded ,
1192	cuxÆ	soul ,
1193	œde	in this wise, so, thus ,
1194	»n°omai	to buy, purchase ,
1195	Àra	period ,
1196	...w	thus, as, so that, since ,
1197	...saÊtvw	in like manner, just so ,
1198	Àsper	just as if, even as ,
1199	Àste	as, as being ,
1200	»f°leia	help, aid, succour, assistance ,
1201	»fel°v	to help, aid, assist, succour, to be of use or service to ,
1202	»f°limow	helping, useful, serviceable, profitable, advantageous, beneficial ,