1	ἀγαθός	good ,
2	ἄγαμαι	to wonder, be astonished ,
3	ἀγανακτέω	to feel irritation ,
4	ἀγαπάω	to treat with affection, to caress, love, be fond of ,
5	ἀγνοέω	not to perceive or know ,
6	ἄγνοια	want of perception, ignorance ,
7	ἀγορά	an assembly of the people ,
8	ἄγω	to lead or carry, to convey, bring ,
9	ἀγών	assembly , contest, trial
10	ἀγωνίζομαι	to contend for a prize ,
11	ἄδεια	freedom from fear ,
12	ἀδελφή	a sister ,
13	ἀδελφιδέος	a brother's or sister's son, a nephew ,
14	ἀδελφός	sons of the same mother ,
15	ἀδικέω	to do wrong ,
16	ἀδίκημα	a wrong done, a wrong ,
17	ἀδικία	wrong-doing, injustice ,
18	ἄδικος	wrong-doing, unrighteous, unjust ,
19	ἀδύνατος	unable ,
20	ἀεί	always, for ever ,
21	ᾄδω	to sing ,
22	ἄκων	against one's will, unwilling ,
23	ἀήρ	the lower air, the air ,
24	ἀθάνατος	undying, immortal ,
25	ἄθλιος	gaining the prize ,
26	αφλρέω	to take with the hand, grasp ,
27	αἴρω	to take up, raise, lift up ,
28	αφισθάνομαι	to perceive, to see, hear, feel ,
29	αἴσθησις	perception by the senses ,
30	αφισχύνη	shame done one, disgrace, dishonour ,
31	αφισχύνω	to make ugly, disfigure, mar ,
32	αφισχρός	causing shame, abusive ,
33	αφιτέω	to ask, beg ,
34	αφιτία	a charge, accusation ,
35	αφιτιάομαι	to charge, accuse, censure, blame ,
36	αἴτιος	to blame, blameworthy, culpable ,
37	ἀκοή	a hearing, the sound heard ,
38	ἀκολουθέω	to follow ,
39	ἀκόλουθος	following, attending on ,
40	ἀκούω	to hear ,
41	ἀκριβής	exact, accurate, precise, made or done to a nicety ,
42	ἀκροάομαι	to hearken to, listen to ,
43	ἀκρόπολις	the upper city ,
44	ἀλήθεια	truth ,
45	ἀληθής	unconcealed, true ,
46	ἁλίσκομαι	to be taken, conquered ,
47	ἀλλά	otherwise, but ,
48	ἀλλήλων	of one another, to one another, one another ,
49	ἄλλου	elsewhere
50	ἄλλοθι	elsewhere, in another place, in a strange ,
51	ἄλλος	alius, another, one besides ,
52	ἀλλότριος	of or belonging to another ,
53	ἄλλως	in another way or manner ,
54	ἄλογος	without lÒgow ,
55	ἅμα	at once, at the same time ,
56	ἀμαθής	unlearned, ignorant, stupid, boorish ,
57	ἀμαθία	ignorance ,
58	ἁμαρτάνω	to miss, miss the mark ,
59	ἁμάρτημα	a failure, fault, sin ,
60	ἀμείνων	better, abler, stronger, braver ,
61	ἀμελέω	to have no care for, be neglectful of ,
62	ἀμύνω	to keep off, ward off ,
63	ἀμφισβητέω	to stand apart ,
64	ἀμφότερος	each or both of two ,
65	ἄμφω	both
66	ἄν	modal particle
67	ἀνά	up, upon ,
68	ἀναβαίνω	to go up, mount, to go up to ,
69	ἀναγιγνώσκω	to know well, know certainly ,
70	ἀναγκάζω	to force, compel ,
71	ἀναγκαῖος	with or by force ,
72	ἀνάγκη	force, constraint, necessity ,
73	ἀναιρέω	to take up, raise ,
74	ἀναλαμβάνω	to take up, take into one's hands ,
75	ἀναλίσκω	to use up, to spend, lavish or squander ,
76	ἀναμιμνήσκω	to remind ,
77	ἀνάξιος	unworthy, not deemed or held worthy of ,
78	ἀνατίθημι	to lay upon ,
79	ἀναφέρω	to bring or carry up ,
80	ἀνδράποδον	one taken in war and sold as a slave, a captive ,
81	ἀνδρεία	manliness, manhood, manly spirit ,
82	ἀνδρεῖος	of or for a man ,
83	ἀνδρόω	to rear up into manhood ,
84	ἄνευ	without ,
85	ἀνέχω	to hold up ,
86	ἀνεψιός	a first-cousin, cousin ,
87	ἀνήρ	a man ,
88	ἀνθρώπινος	of, from or belonging to man, human ,
89	ἄνθρωπος	man ,
90	ἀνίστημι	to make to stand up, raise up ,
91	ἀνόητος	not thought on, unheard of ,
92	ἀνόμοιος	unlike, dissimilar ,
93	ἀνόσιος	unholy, profane ,
94	ἀντεῖπον	to speak against or in answer, gainsay ,
95	ἀντί	over against, opposite. c. gen. ,
96	ἀντιλέγω	to speak against, gainsay, contradict ,
97	ἄνω	,
98	ἀξία	the worth or value ,
99	ἄξιος	weighing as much, of like value, worth as much as ,
100	ἀξιόω	to think or deem worthy of ,
101	ἀπαγγέλλω	to bring tidings, report, announce ,
102	ἀπάγω	to lead away, carry off ,
103	ἄπαις	childless ,
104	ἀπαλλάσσω	to set free, release, deliver ,
105	ἀπαντάω	to move from ,
106	ἅπαξ	once, once only, once for all ,
107	ἅπας	quite all, the whole ,
108	ἄπειμι	be absent,
109	ἄπειρος	infinite ,
110	ἀπεργάζομαι	to finish off, turn out complete ,
111	ἀπέρχομαι	to go away, depart from ,
112	ἀπέχω	to keep off or away from ,
113	ἀπιστέω	to be êpistow ,
114	ἄπιστος	not to be trusted , not trusting
115	ἀπό	from, away from. c. gen. ,
116	ἀποβλέπω	to look away from ,
117	ἀπογράφω	to write off, copy: to enter in a list, register ,
118	ἀποδείκνυμι	to point away from ,
119	ἀποδέχομαι	to accept from ,
120	ἀποδίδωμι	to give up or back, restore, return ,
121	ἀποθνήσκω	to die off, die ,
122	ἀποκρίνω	to separate, set apart ,
123	ἀποκτείνω	to kill, slay ,
124	ἀπολαμβάνω	to take or receive from ,
125	ἀπολείπω	to leave over or behind ,
126	ἀπόλλυμι	to destroy utterly, kill, slay ,
127	ἀπολογέομαι	to speak in defence, defend oneself ,
128	ἀπολογία	a speech in defence, defence ,
129	ἀπολύω	to loose from ,
130	ἀπορέω	to be without means or resource ,
131	ἀπορία	difficulty of passing ,
132	ἄπορος	without passage ,
133	ἀποστερέω	to rob, despoil, bereave or defraud ,
134	ἀποτελέω	to bring quite to an end, complete ,
135	ἀποφαίνω	to shew fort, display, produce ,
136	ἀποφεύγω	to flee from, escape ,
137	ἀποψηφίζομαι	to vote away from ,
138	ἅπτω	to fasten, bind fast ,
139	ἆρα	particle introducing a question ,
140	ἄρα	,
141	ἀργύριον	a piece of silver, a silver coin ,
142	ἀρέσκω	to make good, make up ,
143	ἀρετάω	to be fit or proper, to thrive, prosper ,
144	ἀρετή	goodness, excellence ,
145	ἀριθμός	number ,
146	ἄριστον	the morning meal, breakfast ,
147	ἄριστος	best ,
148	ἁρμόζω	to fit together, join ,
149	ἁρμονία	a fastening ,
150	ἀρόω	to plough ,
151	ἄρτι	just, exactly ,
152	ἄρτιος	complete, perfect of its kind, suitable, exactly fitted,
153	ἀρχαῖος	from the beginning ,
154	ἀρχή	a beginning, origin, first cause ,
155	ἀρχήν	at all', überhaupt,
156	ἄρχω	to be first ,
157	ἄρχων	a ruler, commander, chief, captain ,
158	ἀσεβέω	to be impious, to act profanely, sin against the gods
159	ἀσθενής	without strength, weak, feeble, weakly ,
160	ἄστυ	a city, town ,
161	ἀσφαλής	not liable to fall, immoveable, steadfast, firm ,
162	ἅτε	just as, so as ,
163	ἀτελής	without end ,
164	ἄτοπος	out of place ,
165	ἄττα	father ,
166	αὖ	on the other hand, 'again'
167	αὖθις	back, back again ,
168	αὐξάνω	to make large, increase, augment ,
169	αὐτίκα	forthwith, straightway, at once ,
170	αὐτός	self ,
171	αὐτοῦ	at the very place, just here, just there ,
172	ἀφίημι	to send forth, discharge ,
173	ἀφικνέομαι	to come to ,
174	ἀφίστημι	to put away, remove ,
175	ἀφοράω	to look away from ,
176	ἄφρων	without sense ,
177	βαδίζω	to go slowly, to walk ,
178	βαρβαρόομαι	to become barbarous ,
179	βάρβαρος	barbarous ,
180	βαρύς	heavy ,
181	βασανίζω	to rub ,
182	βάσανος	the touch-stone ,
183	βασιλεύς	a king, chief ,
184	βασιλικός	royal, kingly ,
185	βέβαιος	firm, steady, steadfast, sure, certain ,
186	βεβαιόω	to make firm, confirm, establish, secure, warrant,
187	βέλτιστος	best ,
188	βελτίων	better ,
189	βῆμα	a step, pace, stride ,
190	βία	bodily strength, force, power, might ,
191	βιάζω	to constrain ,
192	βίος	life ,
193	βιόω	to live, pass one's life ,
194	βλάπτω	to disable, hinder, stop ,
195	βλέπω	to see, have the power of sight ,
196	βοήθεια	help, aid, rescue, support ,
197	βοηθέω	to come to aid, to succour, assist, aid ,
198	βουλεύω	to take counsel, deliberate, concert measures ,
199	βουλή	will, determination ,
200	βούλομαι	to will, wish, be willing ,
201	βραχύς	short ,
202	γάρ	for ,
203	γε	at least, at any rate ,
204	γελάω	to laugh ,
205	γέλοιος	causing laughter, laughable ,
206	γένεσις	an origin, source, productive cause ,
207	γενναῖος	suitable to one's birth or descent ,
208	γεννάω	to beget, engender ,
209	γένος	race, stock, family ,
210	γεωργία	tillage, agriculture, farming ,
211	γῆ	earth ,
212	γίγνομαι	to come into being ,
213	γιγνώσκω	to learn to know, to perceive,
214	γυνή	a woman ,
215	γνήσιος	of or belonging to the race ,
216	γνώμη	a means of knowing, a mark, token ,
217	γοῦν	at least then, at any rate, any way ,
218	γράμμα	that which is drawn ,
219	γραφή	representation by means of lines ,
220	γράφω	to scratch, scrape, graze ,
221	δαιμόνιος	of or belonging to a da¤mvn ,
222	δαίμων	a god, goddess ,
223	δέ	but ,
224	δεῖ	it is necessary
225	δείδω	to fear ,
226	δείκνυμι	to bring to light, display, exhibit ,
227	δειλός	cowardly, craven ,
228	δεινός	fearful, terrible, dread, dire ,
229	δέκα	ten ,
230	δέον	that which is binding, needful, right, proper ,
231	δεῦρο	hither ,
232	δεσπότης	a master, lord, the master of the house ,
233	δεύτερος	second ,
234	δέχομαι	to take, accept, receive ,
235	δέω	bind ,
236	δή	exactness ,
237	δῆλος	visible, conspicuous ,
238	δηλόω	to make visible or manifest, to show, exhibit ,
239	δημηγορέω	to speak in the assembly ,
240	δημιουργός	one who works for the people, a skilled workman,
241	δημοκρατία	democracy, popular government ,
242	δῆμος	a country-district, country, land ,
243	δημοσίᾳ	,
244	δημόσιος	belonging to the people or state ,
245	δημότης	one of the people, a commoner, plebeian ,
246	δήπου	perhaps, it may be ,
247	δῆτα	certainly, to be sure, of course ,
248	διά	through c. gen. through, by means of c. acc. ,
249	διαβάλλω	to throw over or across, to carry over or across ,
250	διαβολή	false accusation, slander, calumny ,
251	διαγιγνώσκω	to distinguish, discern ,
252	διαθήκη	a disposition ,
253	διαιρέω	to take one from another, to divide into parts ,
254	διάκειμαι	to be in a certain state, to be disposed or affected ,
255	διαλέγω	to pick out one from another, to pick out ,
256	διαλύω	to loose one from another, to part asunder, undo ,
257	διανοέομαι	to be minded, intend, purpose ,
258	διάνοια	a thought, intention, purpose ,
259	διά-ὁρίζω	,
260	διαπράσσω	to pass over ,
261	διαρρήδην	expressly, distinctly, explicitly ,
262	διατελέω	to bring quite to an end, accomplish ,
263	διατίθημι	to place separately, arrange ,
264	διατριβή	a way of spending time ,
265	διατρίβω	to rub between/hard/away; consume, waste
266	διαφερόντως	differently from, at odds with ,
267	διαφέρω	to carry over or across ,
268	διαφθείρω	to destroy utterly ,
269	διαφορά	difference, distinction ,
270	διάφορος	different, unlike ,
271	διδακτός	taught, learnt ,
272	διδάσκαλος	a teacher, master ,
273	διδάσκω	to teach ,
274	δίδωμι	to give ,
275	διέξειμι	to go out through, pass through ,
276	διεξέρχομαι	to go through, pass through ,
277	διέρχομαι	to go through, pass through ,
278	διηγέομαι	to set out in detail, describe in full ,
279	δικάζω	to judge, to give judgment on ,
280	δίκαιος	just ,
281	δικαιοσύνη	righteousness, justice ,
282	δικαιόω	to set right ,
283	δικαστήριον	a court of justice ,
284	δικαστής	a judge ,
285	δίκη	custom, usage ,
286	διό	wherefore, on which account ,
287	διοικέω	to manage a house ,
288	διότι	for the reason that, since ,
289	δίς	twice, doubly ,
290	διώκω	to pursue ,
291	δύναμαι	to be able, capable, strong enough ,
292	δύναμις	power, might, strength ,
293	δυνατός	strong, mighty, able ,
294	δύο	two ,
295	δοκέω	videor mihi, to think, suppose, imagine, expect ,
296	δοκιμάζω	to assay or test ,
297	δουλεύω	to be a slave ,
298	δοῦλος	a born bondman or slave ,
299	δόξα	a notion ,
300	δοξάζω	to think, imagine, suppose, fancy, conjecture ,
301	δραχμή	a handful ,
302	δράω	to do ,
303	δύω	to strip off ,
304	δωρεά	a gift, present ,
305	δωρειά	,
306	δωροδοκέω	to accept as a present ,
307	δῶρον	a gift, present ,
308	ἐάν	if,
309	ἑαυτοῦ	itself, absolutely ,
310	ἐάω	to let, suffer, allow, permit ,
311	ἐγγυάω	to give or hand over as a pledge ,
312	ἐγγίγνομαι	to be born or bred in ,
313	ἐγγράφω	to mark in or on, to paint on ,
314	ἐγγύς	near, nigh, at hand ,
315	ἐγκαλέω	to call in ,
316	ἔγκλημα	an accusation, charge, complaint ,
317	ἐγκωμιάζω	to praise, laud, extol ,
318	ἐγώ	ego ,
319	ἐθέλω	to will, wish, purpose ,
320	ἐθίζω	to accustom, use ,
321	ἔθος	custom, habit ,
322	ἔθω	to be accustomed ,
323	εφι	whether. ,
324	εἶδον	to see, perceive, behold ,
325	εἶδος	that which is seen, form, shape, figure ,
326	εἶεν	well! ,
327	εφικάζω	to make like to, represent by a likeness, portray ,
328	εφικός	like truth ,
329	εἴκοσι	twenty ,
330	εφικότως	in all likelihood, suitably, reasonably, naturally ,
331	εφικών	a likeness, image, portrait ,
332	εφιμί	to be, to exist ,
333	εἶμι	to go ,
334	εἴπερ	if (indeed) ,
335	εἶπον	to speak, say ,
336	εἴργω	shut in, shut out, exclude from
337	εἷς	one ,
338	εφις	into, to c. acc. ,
339	εφισαγγέλλω	to go in and announce ,
340	εφισάγω	to lead in or into, to introduce ,
341	εἴσειμι	to go into ,
342	εφισέρχομαι	to go in or into, enter ,
343	εφισίημι	to send into ,
344	εφισφέρω	to carry into or to ,
345	εἶτα	then, next ,
346	εἴτε	,
347	ἐκ	from out of ,
348	ἕκαστος	every, every one, each, each one ,
349	ἑκάστοτε	each time, on each occasion ,
350	ἑκάτερος	each of two, either, each singly ,
351	ἑκατόν	a hundred ,
352	ἐκβάλλω	to throw or cast out of ,
353	ἔκγονος	born of, sprung from ,
354	ἐκδίδωμι	to give up, surrender ,
355	ἐκεῖ	there, in that place ,
356	ἐκεῖνος	the person there, that ..
357	ἐκεῖσε	thither, to that place ,
358	ἐκκλησία	an assembly of the citizens, the legislative assembly,
359	ἐκπέμπω	to send out or forth from ,
360	ἐκπλέω	to sail out, sail away, weigh anchor ,
361	ἐκπλήγνυμι	,
362	ἑκών	willing, of free will, readily ,
363	ἐλαύνω	to drive, drive on, set in motion ,
364	ἐλασσόω	to make less or smaller, to lessen, diminish, lower ,
365	ἐλάσσων	smaller, less ,
366	ἐλάχιστος	the smallest, least ,
367	ἔλεγχος	a cross-examining, testing ,
368	ἐλέγχω	to disgrace, put to shame ,
369	ἐλεέω	to have pity on, shew mercy upon ,
370	ἐλευθερία	freedom, liberty ,
371	ἐλεύθερος	free ,
372	ἐλευθερόω	to free, set free ,
373	ἐλπίζω	to hope for, look for, expect ,
374	ἐλπίς	hope, expectation ,
375	ἐμαυτοῦ	of me, of myself ,
376	ἐμβάλλω	to throw in, put in ,
377	ἐμός	mine ,
378	ἔμπειρος	experienced or practised in ,
379	ἐμπίπτω	to fall in or upon or into ,
380	ἔμπροσθεν	before, in front ,
381	ἐν	in, among. c. dat. ,
382	ἐναντίον	,
383	ἐναντιόομαι	to set oneself against, oppose, withstand ,
384	ἐναντίος	opposite ,
385	ἐνδεής	in need of ,
386	ἐνδείκνυμι	to mark, point out ,
387	ἐνδίδωμι	to give in ,
388	ἐν-εφιμί	,
389	ἕνεκα	on account of, for the sake of, because of, for ,
390	ἐνθάδε	thither, hither ,
391	ἐνθένδε	hence, from this quarter ,
392	ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder ,
393	ἐνιαυτός	any long period of time, a cycle, period ,
394	ἔνιοι	some ,
395	ἐνίοτε	sometimes ,
396	ἐννοέω	to have in one's thoughts, to think, consider,
397	ἔνοχος	held in ,
398	ἐνταῦθα	here, there ,
399	ἐντυγχάνω	to light upon, fall in with, meet with ,
400	ἐντεῦθεν	hence or thence ,
401	ἐντός	within, inside ,
402	ἐξαιρέω	to take out of ,
403	ἐξαμαρτάνω	to err from the mark, fail ,
404	ἐξαπατάω	to deceive or beguile thoroughly ,
405	ἐξελαύνω	to drive out from ,
406	ἐξελέγχω	to convict, confute, refute ,
407	ἐξευρίσκω	to find out, discover ,
408	ἐξέρχομαι	to go or come out of ,
409	ἔξεστι	it is allowed, it is in one's power, is possible ,
410	ἐξετάζω	to examine well or closely, inquire into, scrutinise,
411	ἐξίημι	to send out, let ,
412	ἕξις	a having, possession ,
413	ἐξουσία	power or authority ,
414	ἔξω	out (-side) ,
415	ἔξωθεν	from without ,
416	ἔοικα	to be like ,
417	ἐοικότως	similarly, like ,
418	ἐπαγγέλλω	to tell, proclaim, announce ,
419	ἐπαινέω	to approve, applaud, commend ,
420	ἔπαινος	approval, praise, commendation ,
421	ἐπεί	after that, after, since, when,
422	ἐπειδάν	when (ever) ,
423	ἔπειμι	to be upon ,
424	ἔπειτα	thereupon ,
425	ἐπέχω	to have or hold upon ,
426	ἐπί	on, upon with gen., dat., and acc. ,
427	ἐπιβουλεύω	to plan or contrive against ,
428	ἐπιδείκνυμι	to exhibit as a specimen ,
429	ἐπιδημέω	to be at home, live at home ,
430	ἐπιδίδωμι	to give besides ,
431	ἐπιεικής	fitting, meet, suitable ,
432	ἐπιθυμέω	to set one's heart upon ,
433	ἐπιθυμία	desire, yearning, longing ,
434	ἐπιλήθω	to cause to forget ,
435	ἐπιμέλεια	care, attention ,
436	ἐπιμελέομαι	to take care of, have charge of, have the management
437	ἐπισκέπτομαι	,
438	ἐπίσταμαι	to know ,
439	ἐπιστήμη	acquaintance with ,
440	ἐπιστήμων	knowing, wise, prudent ,
441	ἐπιστολή	a message, command, commission ,
442	ἐπιτάσσω	to put upon ,
443	ἐπιτήδειος	made for an end or purpose, fit or adapted for it,
444	ἐπιτήδευμα	a pursuit, business, practice ,
445	ἐπιτηδεύω	to pursue or practise ,
446	ἐπιτίθημι	to lay, put or place upon ,
447	ἐπιτρέπω	to turn towards ,
448	ἐπίτροπος	one to whom a charge is entrusted, a trustee,
449	ἐπιχειρέω	to put one's hand on ,
450	ἕπομαι	follow,
451	ἐπονομάζω	to give a surname: to name or call ,
452	ἔπος	a word ,
453	ἐραστής	a lover ,
454	ἐραστός	beloved, lovely ,
455	ἐράω	love,
456	ἐργάζομαι	to work, labour ,
457	ἐργασία	work, daily labour, business ,
458	ἔργνυμι	to confine ,
459	ἔργον	work ,
460	ἐρῆμος	desolate, lone, lonely, lonesome, solitary ,
461	ἔρομαι	to ask, enquire ,
462	ἔρχομαι	to come or go ,
463	ἐρῶ	I will say or speak ,
464	ἔρως	love ,
465	ἐρωτάω	to ask ,
466	ἐσθίω	to eat ,
467	ἔσχατος	outermost ,
468	ἑταῖρος	a comrade, companion, mate ,
469	ἕτερος	one of the ,
470	ἔτι	yet, as yet, still ,
471	ἑτοῖμος	at hand, ready, prepared ,
472	ἔτος	a year ,
473	εὖ	well ,
474	εὐδαιμονία	prosperity, good fortune, wealth, weal, happiness ,
475	εὐδαίμων	blessed with a good genius; ,
476	εὐδοκιμέω	to be of good repute, to be held in esteem, honoured,
477	εὐεργεσία	well-doing ,
478	εὐθύς	immediately, straight
479	εὔνοια	good-will, favour, kindness ,
480	εὔνους	well-minded, well-disposed, kindly, friendly ,
481	εὑρίσκω	to find ,
482	εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
483	ἐφίστημι	to set or place upon ,
484	ἔχθρα	hatred, enmity
485	ἐχθρός	hated, hateful ,
486	ἔχις	an adder, viper ,
487	ἔχω	to have or to hold ,
488	ἕως	until, till ,
489	ζάω	to live ,
490	ζέω	to boil, seethe ,
491	ζημία	loss, damage ,
492	ζημιόω	to cause loss or do damage to ,
493	ζητέω	to seek, seek for ,
494	ζῷον	a living being, animal ,
495	ᾗ	which way, where, whither, in or at what place ,
496	ἤ	or ,
497	ἦ	in truth, truly, verily, of a surety ,
498	ἡγεμών	one who leads ,
499	ἡγέομαι	to go before, lead the way ,
500	ἤδη	by this time, before this, already ,
501	ἥδομαι	to enjoy oneself, take delight, take one's pleasure ,
502	ἡδονή	delight, enjoyment, pleasure ,
503	ἡδύς	sweet ,
504	ἥκιστος	least ,
505	ἥκω	to have come, be present, be here ,
506	ἡλικία	time of life, age ,
507	ἥλιος	the sun ,
508	ἡμέρα	day ,
509	ἥμερος	tame, tamed, reclaimed ,
510	ἡμέτερος	our ,
511	ἥμισυς	half ,
512	ἡνίκα	at which time, when ,
513	ἤπειρος	terra-firma, the land ,
514	ἡσσάομαι	to be less than another, inferior to ,
515	ἥσσων	less, weaker, less brave ,
516	ἡσυχία	stillness, rest, quiet ,
517	ἠώς	the morning red, daybreak, dawn ,
518	θάλασσα	the sea ,
519	θαυμάζω	to wonder, marvel, be astonied ,
520	θαυμάσιος	wondrous, wonderful, marvellous ,
521	θαυμαστός	wondrous, wonderful, marvellous ,
522	θάνατος	death ,
523	θάπτω	to pay the last dues to a corpse, to honour with funeral
524	θαρσέω	to be of good courage, take courage ,
525	θυγάτηρ	a daughter ,
526	θέα	a seeing, looking at, view ,
527	θεά	a goddess ,
528	θεάομαι	to look on, gaze at, view, behold ,
529	θεῖος	divine ,
530	θεός	god ,
531	θεραπεύω	to be an attendant, do service ,
532	θερμός	hot, warm ,
533	θέω	to run ,
534	θεωρέω	to look at, view, behold ,
535	θνήσκω	to die, be dying ,
536	θνητός	liable to death, mortal ,
537	θορυβέω	to make a noise or uproar ,
538	θυσία	an offering or mode of offering ,
539	θύω	,
540	φιατρικός	of or for a surgeon ,
541	φιατρός	one who heals, a mediciner, physician or surgeon ,
542	φιδέα	form ,
543	ἴδιος	one's own, pertaining to oneself ,
544	φιδιώτης	a private person, an individual ,
545	φλερός	super-human, mighty, divine, wonderful ,
546	ἵημι	to set a going, put in motion ,
547	φλκανός	becoming, befitting, sufficing ,
548	φλκανόω	to make sufficient, qualify ,
549	φλμάτιον	an outer garment, a cloak or mantle ,
550	ἵνα	in order that , where
551	φλππεύς	a horseman ,
552	φλππικός	of a horse or horses ,
553	ἵππος	a horse, mare ,
554	ἴσος	equal to, the same as ,
555	φισόω	to make equal ,
556	ἵστημι	to make to stand ,
557	φισχυρός	strong, mighty ,
558	ἴσχω	to hold, check, curb, keep back, restrain ,
559	ἴσως	equally, in like manner ,
560	καθά	according as, just as ,
561	καθαρός	clear of dirt, clean, spotless, unsoiled ,
562	κάθημαι	to be seated ,
563	καθίστημι	to set down, place ,
564	καθό	in so far as, according as ,
565	καθοράω	to look down ,
566	καί	and ,
567	καιρός	due measure, proportion, fitness ,
568	καίτοι	and indeed, and further ,
569	κάκη	wickedness, vice ,
570	κακία	badness ,
571	κακός	bad ,
572	καλέω	to call, summon ,
573	κάλλος	beauty ,
574	καλός	beautiful, beauteous, fair ,
575	κάμνω	to work ,
576	κἀν	and if, even if, although ,
577	κατά	down, downwards, with gen. or acc.
578	καταγέλαστος	ridiculous, absurd ,
579	καταγελάω	to laugh at, jeer or mock at ,
580	καταγιγνώσκω	to remark, discover ,
581	κατάγω	to lead down ,
582	καταλαμβάνω	to seize upon, lay hold of ,
583	καταλείπω	to leave behind ,
584	καταλύω	to put down, destroy ,
585	κατανοέω	to observe well, to understand ,
586	κατασκευάζω	to equip or furnish fully ,
587	κατατίθημι	to place, put ,
588	καταφρονέω	to think down upon ,
589	καταψεύδομαι	to tell lies against, speak falsely of ,
590	καταψηφίζομαι	to vote against or in condemnation of ,
591	κατεῖδον	to look down ,
592	κατέχω	to hold fast ,
593	κατηγορέω	to speak against, to accuse ,
594	κατηγορία	an accusation, charge ,
595	κατήγορος	an accuser ,
596	κεῖμαι	to be laid ,
597	κελεύω	to urge or drive on, urge, exhort, bid, order ,
598	κενόω	to empty out, drain ,
599	κερδαίνω	to gain, derive profit or advantage ,
600	κέρδος	gain, profit, advantage ,
601	κεφάλαιος	of the head ,
602	κεφαλή	the head ,
603	κῆρυξ	a herald, pursuivant, marshal, public messenger ,
604	κινδυνεύω	to be daring, to make a venture, take the risk,
605	κίνδυνος	a danger, risk, hazard, venture, enterprise ,
606	κινέω	to set in motion, to move ,
607	κίνησις	movement, motion ,
608	κύκλος	a ring, circle, round ,
609	κλῆρος	a lot; ,
610	κληρόω	to appoint ,
611	κοινός	common, shared in common ,
612	κοινόω	to make common, communicate, impart ,
613	κοινωνέω	to have or do in common with, have a share of or take
614	κολάζω	to curtail, dock, prune ,
